id,pid,mssubclass,lotfrontage,lotarea,neighborhood,overallqual,overallcond,yearbuilt,yearremod/add,masvnrarea,bsmtfinsf1,bsmtfinsf2,bsmtunfsf,totalbsmtsf,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,garageyrblt,garagearea,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,miscval,mosold,yrsold,saleprice,zone_FV,zone_RL,zone_RM,lotshape_irr,near_busy_st,non_1fam,2plus_fl,hip_roof,ext_ord,has_veneer,cncrt_found,bsmt_ord,heatingqc_dum,cent_air_dum,garage_ord,fireplace_ord
1036,527402130,20,68.0,10295,1,4,6,1969,1969,72.0,252.0,0.0,684.0,936.0,936,0,0,936,0.0,0.0,1,0,2,1,1,4,1969.0,288.0,1,16,0,0,0,0,0,0,9,2008,111900,0,1,0,0,0,0,0,0,0,1,0,2.5,0,1,1.0,0.0
1237,535151160,20,70.0,7763,1,5,7,1962,1980,0.0,504.0,108.0,319.0,931.0,1283,0,0,1283,1.0,0.0,1,0,3,1,1,6,1980.0,506.0,1,0,0,0,0,0,0,0,10,2008,140000,0,1,0,0,0,0,0,0,0,0,0,2.0,0,1,1.0,0.0
1375,904101170,50,80.0,17120,3,4,4,1959,1959,0.0,0.0,0.0,0.0,0.0,1120,468,0,1588,0.0,0.0,2,0,4,1,1,7,1991.0,680.0,0,0,59,0,0,0,0,0,7,2008,134432,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,1.33,1.25
1643,527256040,20,81.0,13870,3,10,5,2006,2007,250.0,1152.0,0.0,590.0,1742.0,2042,0,0,2042,1.0,0.0,2,0,3,1,3,8,2007.0,724.0,1,240,52,0,0,174,0,0,10,2007,455000,0,1,0,1,0,0,0,1,2,1,1,4.5,1,1,2.0,1.25
2453,528365090,60,92.0,10120,3,8,5,1994,1994,391.0,740.0,0.0,425.0,1165.0,1203,1323,0,2526,1.0,0.0,2,1,4,1,2,8,1994.0,844.0,1,309,78,0,0,0,0,0,12,2006,290000,0,1,0,0,0,0,1,1,2,1,1,3.0,1,1,2.0,1.0
2129,907187040,60,47.0,10820,1,7,5,1999,1999,0.0,342.0,0.0,646.0,988.0,988,885,0,1873,0.0,0.0,2,1,3,1,2,7,1999.0,597.0,1,202,123,0,0,0,0,0,3,2007,235500,0,1,0,1,0,0,1,0,2,0,1,4.25,1,1,1.67,1.0
2640,902104020,50,60.0,9600,1,6,8,1900,2004,0.0,381.0,0.0,399.0,780.0,940,476,0,1416,0.0,1.0,1,0,3,1,2,7,1956.0,400.0,1,0,24,0,0,0,0,0,6,2006,156500,0,0,1,0,0,0,0,0,0,0,0,2.0,1,1,1.0,0.0
2437,528275060,60,,8121,2,6,5,2000,2000,0.0,0.0,0.0,953.0,953.0,953,711,0,1664,0.0,0.0,2,1,3,1,1,7,2000.0,460.0,1,100,40,0,0,0,0,0,1,2006,172400,0,1,0,1,0,0,1,0,2,0,1,2.0,1,1,1.67,1.0
1123,528462040,20,95.0,11639,3,7,5,2007,2008,,0.0,0.0,1428.0,1428.0,1428,0,0,1428,0.0,0.0,2,0,3,1,2,6,2007.0,480.0,1,0,120,0,0,0,0,0,12,2008,182000,1,0,0,0,0,0,0,0,2,0,1,2.0,1,1,1.67,0.0
2398,528150080,20,121.0,13758,3,9,5,2005,2006,430.0,1232.0,0.0,560.0,1792.0,1792,0,0,1792,1.0,0.0,2,0,2,1,2,6,2005.0,925.0,1,204,49,0,0,0,0,0,3,2006,372397,0,1,0,1,0,0,0,0,2,1,1,4.5,1,1,2.0,1.25
1420,906204280,60,,9771,3,6,5,1995,2002,190.0,779.0,0.0,298.0,1077.0,1093,1721,0,2814,0.0,1.0,2,1,4,1,2,9,1995.0,614.0,1,48,32,0,0,216,0,0,6,2008,260000,0,1,0,1,0,0,1,0,0,1,1,2.0,1,1,2.0,1.0
2693,903454020,30,50.0,9000,2,5,4,1919,1950,0.0,0.0,0.0,610.0,610.0,819,0,0,819,0.0,0.0,1,0,2,1,2,4,,0.0,0,0,0,0,0,0,0,0,9,2006,72000,0,0,1,0,0,0,0,0,0,0,0,1.75,1,0,0.0,0.0
1370,903481100,190,60.0,10320,2,3,3,1915,1950,0.0,0.0,0.0,536.0,536.0,808,536,0,1344,0.0,0.0,2,0,3,2,1,8,,0.0,0,42,0,204,0,0,0,0,5,2008,82375,0,0,1,0,0,1,1,0,1,0,1,1.5,1,0,0.0,0.0
392,527378140,80,,10448,2,6,6,1972,1972,333.0,0.0,0.0,689.0,689.0,1378,741,0,2119,0.0,0.0,2,1,3,1,1,7,1972.0,583.0,1,0,104,0,0,0,0,0,8,2009,158000,0,1,0,1,0,0,0,0,0,1,0,1.75,0,1,1.67,1.0
1351,903236010,50,50.0,8635,1,5,5,1948,2001,0.0,336.0,41.0,295.0,672.0,1072,213,0,1285,1.0,0.0,1,0,2,1,1,6,1948.0,240.0,1,0,0,0,0,0,0,0,1,2008,127000,0,0,1,0,0,0,0,0,0,0,0,2.25,0,1,0.67,0.0
246,906201120,20,83.0,11980,3,7,5,1987,1987,177.0,1433.0,0.0,0.0,1433.0,1433,0,0,1433,1.0,0.0,1,1,1,1,2,4,1987.0,528.0,1,0,278,0,0,266,0,0,6,2010,270000,0,1,0,0,0,0,0,0,0,1,0,4.25,1,1,1.67,1.25
802,906201130,50,79.0,12327,3,8,8,1983,2009,0.0,1441.0,0.0,55.0,1496.0,1496,636,0,2132,1.0,0.0,1,1,1,1,2,5,1983.0,612.0,1,349,40,0,0,0,0,0,9,2009,316600,0,1,0,1,0,0,0,0,0,0,0,4.25,1,1,2.0,1.25
1404,905402090,80,124.0,11512,3,6,7,1959,2006,84.0,719.0,0.0,300.0,1019.0,1357,0,0,1357,1.0,0.0,1,0,2,1,3,5,1959.0,312.0,1,0,0,0,0,163,0,0,5,2008,177000,0,1,0,1,0,0,0,0,0,1,0,3.25,0,1,1.0,1.25
803,906203120,20,90.0,14684,3,7,7,1990,1991,234.0,485.0,177.0,1496.0,2158.0,2196,0,0,2196,0.0,0.0,2,0,3,1,2,7,1990.0,701.0,1,84,70,0,0,0,0,0,6,2009,271900,0,1,0,1,0,0,0,1,0,1,0,3.0,0,1,2.0,1.0
1595,923225150,160,,2665,1,5,6,1976,1976,0.0,0.0,0.0,264.0,264.0,616,688,0,1304,0.0,0.0,1,1,3,1,1,4,1976.0,336.0,1,141,24,0,0,0,0,0,6,2008,115000,0,0,1,0,0,0,1,0,2,0,1,2.25,0,1,1.67,1.25
1319,902330010,70,50.0,5250,1,8,5,1872,1987,0.0,259.0,0.0,425.0,684.0,938,1215,205,2358,0.0,0.0,2,0,4,1,1,8,,0.0,1,0,54,20,0,0,0,0,12,2008,122000,0,0,1,0,0,0,1,0,0,0,0,1.5,0,0,0.0,0.0
2231,909475230,20,70.0,18044,2,8,5,1986,1986,0.0,0.0,0.0,279.0,279.0,2726,0,0,2726,0.0,0.0,2,1,2,1,2,6,1986.0,691.0,1,216,64,169,0,0,228,0,8,2007,315000,0,1,0,1,0,0,0,0,1,0,0,2.0,0,1,1.67,1.25
2162,907410050,60,79.0,9245,1,7,5,2006,2006,0.0,0.0,0.0,939.0,939.0,939,858,0,1797,0.0,0.0,2,1,3,1,2,8,2006.0,639.0,1,144,53,0,0,0,0,0,4,2007,213500,0,1,0,1,0,0,1,0,2,0,1,2.75,1,1,1.67,0.0
2622,535451190,20,60.0,7200,1,5,7,1950,1950,0.0,0.0,0.0,0.0,0.0,1040,0,0,1040,0.0,0.0,1,0,2,1,1,5,1950.0,625.0,1,0,0,0,0,0,0,0,6,2006,109500,0,1,0,0,0,0,0,1,0,0,0,0.0,0,1,1.0,0.0
1300,902201120,20,50.0,6000,1,5,5,1948,1950,0.0,104.0,169.0,516.0,789.0,789,0,0,789,0.0,0.0,1,0,2,1,1,5,1948.0,250.0,1,0,0,0,0,0,0,0,4,2008,115000,0,0,1,0,0,0,0,0,2,0,0,2.5,1,1,0.67,0.0
2505,533206040,120,34.0,3628,3,7,5,2004,2004,0.0,0.0,0.0,1143.0,1143.0,1143,0,0,1143,0.0,0.0,1,1,1,1,2,5,2004.0,588.0,1,0,191,0,0,0,0,0,5,2006,176400,1,0,0,0,0,0,0,0,0,0,1,2.0,1,1,1.67,1.25
582,534127170,20,,9156,2,6,7,1968,1968,0.0,0.0,0.0,1489.0,1489.0,1489,0,0,1489,0.0,0.0,2,0,3,1,2,7,1968.0,462.0,1,0,0,0,0,0,0,0,8,2009,185750,0,1,0,1,0,0,0,1,1,0,0,1.75,0,1,1.67,1.25
1458,907254020,60,73.0,9066,1,8,5,1999,2000,320.0,668.0,0.0,336.0,1004.0,1004,848,0,1852,0.0,0.0,2,1,3,1,2,7,1999.0,660.0,1,224,106,0,0,0,0,0,12,2008,230000,0,1,0,1,0,0,1,0,2,1,1,3.25,1,1,2.0,1.25
281,908203100,20,64.0,6410,3,4,5,1958,1958,0.0,0.0,0.0,960.0,960.0,960,0,0,960,0.0,0.0,1,0,3,1,1,5,,0.0,1,0,0,0,0,0,0,0,5,2010,90000,0,1,0,0,0,0,0,1,1,0,0,1.75,1,1,0.0,0.0
1499,908154235,60,313.0,63887,3,10,5,2008,2008,796.0,5644.0,0.0,466.0,6110.0,4692,950,0,5642,2.0,0.0,2,1,3,1,3,12,2008.0,1418.0,1,214,292,0,0,0,480,0,1,2008,160000,0,1,0,1,1,0,1,1,1,1,1,4.5,1,1,1.67,1.5
2298,923230180,85,54.0,7244,1,5,7,1970,1970,0.0,619.0,0.0,149.0,768.0,768,0,0,768,1.0,0.0,1,0,2,1,1,5,1987.0,624.0,1,104,0,0,0,0,0,0,4,2007,129500,0,1,0,0,0,0,0,0,2,0,0,3.5,1,1,1.0,0.0
2580,535180020,20,72.0,10152,1,6,6,1956,1994,0.0,914.0,0.0,210.0,1124.0,1124,0,0,1124,1.0,0.0,1,0,3,1,1,6,1956.0,353.0,1,0,211,180,0,142,0,0,5,2006,153000,0,1,0,0,0,0,0,0,0,0,0,3.0,1,1,1.33,1.0
568,533210020,160,30.0,3000,3,6,5,2009,2009,76.0,294.0,0.0,318.0,612.0,612,612,0,1224,0.0,0.0,2,1,2,1,2,4,2009.0,528.0,1,0,234,0,0,0,0,0,6,2009,173733,1,0,0,0,0,0,1,0,2,1,1,3.75,1,1,1.33,0.0
1807,531363020,20,63.0,7500,3,6,5,2006,2007,0.0,0.0,0.0,1100.0,1100.0,1100,0,0,1100,0.0,0.0,1,1,3,1,1,6,,0.0,1,0,136,0,0,0,0,0,6,2007,146000,0,1,0,0,0,0,0,0,2,0,1,2.0,1,1,0.0,0.0
129,534431070,50,120.0,17360,1,6,6,1949,1950,340.0,300.0,0.0,482.0,782.0,1019,537,0,1556,0.0,0.0,2,0,3,1,1,6,1949.0,470.0,1,0,0,150,0,0,0,0,1,2010,172500,0,1,0,0,1,0,0,0,0,1,0,2.0,0,1,1.33,1.25
2294,923229100,80,,15957,1,6,6,1977,1977,0.0,1148.0,0.0,96.0,1244.0,1356,0,0,1356,2.0,0.0,2,0,3,1,1,6,1977.0,528.0,1,1424,0,0,0,0,0,0,9,2007,188000,0,1,0,1,0,0,0,0,0,0,1,4.25,0,1,1.67,1.0
1860,533254130,20,80.0,9600,3,6,8,1976,1976,0.0,978.0,0.0,284.0,1262.0,1262,0,0,1262,0.0,1.0,2,0,3,1,1,6,1976.0,460.0,1,298,0,0,0,0,0,0,5,2007,181500,0,1,0,0,1,0,0,0,0,0,0,4.0,1,1,1.67,1.0
839,907131090,60,43.0,10667,1,7,6,1996,1996,0.0,385.0,344.0,70.0,799.0,827,834,0,1661,1.0,0.0,2,1,3,1,2,6,1996.0,550.0,1,158,61,0,0,0,0,0,4,2009,212000,0,1,0,1,0,0,1,0,2,0,1,3.75,1,1,1.67,1.0
2349,527355060,60,81.0,10530,2,7,5,1978,1978,68.0,0.0,0.0,945.0,945.0,945,912,0,1857,0.0,0.0,2,1,4,1,1,8,1978.0,482.0,1,400,105,0,0,0,0,0,7,2006,188900,0,1,0,0,0,0,1,0,0,1,0,1.75,0,1,1.67,1.0
1903,534450110,20,50.0,5000,1,3,3,1946,1950,0.0,299.0,0.0,367.0,666.0,666,0,0,666,0.0,1.0,1,0,2,1,2,4,,0.0,0,0,52,0,0,0,0,0,4,2007,64500,0,1,0,0,0,0,0,0,1,0,0,1.25,0,0,0.0,0.0
234,905352140,60,,17082,3,6,5,1978,1992,288.0,964.0,0.0,153.0,1117.0,1117,864,0,1981,1.0,0.0,2,1,4,1,2,8,1978.0,522.0,1,336,104,0,0,0,0,0,5,2010,230000,0,1,0,1,0,0,1,0,2,1,1,3.5,1,1,1.67,1.0
2172,908127060,50,74.0,16287,3,5,6,1925,1950,0.0,130.0,105.0,666.0,901.0,901,450,0,1351,1.0,0.0,1,0,3,1,1,7,1975.0,576.0,0,0,0,43,0,100,0,0,7,2007,122000,0,1,0,0,0,0,0,0,2,0,0,2.5,0,1,1.0,1.25
2588,535325340,20,65.0,11050,1,5,5,1956,1956,0.0,488.0,0.0,517.0,1005.0,1005,0,0,1005,0.0,0.0,1,0,2,1,1,6,1956.0,319.0,1,0,0,0,0,288,0,0,7,2006,133500,0,1,0,0,0,0,0,1,0,0,0,1.75,1,1,1.0,1.0
1289,902105020,50,60.0,10440,1,6,7,1920,1950,0.0,493.0,0.0,1017.0,1510.0,1584,1208,0,2792,0.0,0.0,2,0,5,1,1,8,1920.0,520.0,1,0,547,0,0,480,0,1150,6,2008,256000,0,0,1,0,0,0,0,0,1,0,0,2.0,1,1,1.0,1.25
1596,923225200,160,41.0,2665,1,5,7,1976,1976,0.0,318.0,0.0,232.0,550.0,925,550,0,1475,0.0,0.0,2,0,4,1,1,6,1976.0,336.0,1,92,26,0,0,0,0,0,5,2008,129500,0,0,1,0,0,0,1,0,2,0,1,2.75,0,1,1.0,1.0
264,907250030,20,80.0,10389,1,8,5,2003,2003,320.0,1682.0,0.0,296.0,1978.0,1978,0,0,1978,1.0,0.0,2,1,3,1,2,8,2003.0,850.0,1,188,25,0,0,0,0,0,5,2010,318000,0,1,0,0,0,0,0,1,2,1,1,3.0,1,1,2.0,1.25
451,528172060,20,70.0,9658,3,8,5,2006,2006,383.0,0.0,0.0,1598.0,1598.0,1606,0,0,1606,0.0,0.0,2,0,3,1,2,6,2006.0,871.0,1,230,60,0,0,0,0,0,7,2009,255900,0,1,0,1,0,0,0,0,2,1,1,2.0,0,1,2.0,1.25
536,531363050,20,63.0,7500,3,6,5,2004,2004,0.0,0.0,0.0,1158.0,1158.0,1158,0,0,1158,0.0,0.0,1,1,3,1,2,5,,0.0,1,0,50,0,0,0,0,0,8,2009,143500,0,1,0,0,0,0,0,0,2,0,1,2.0,1,1,0.0,0.0
43,528138020,20,79.0,14122,3,8,5,2005,2006,240.0,28.0,0.0,1794.0,1822.0,1822,0,0,1822,0.0,0.0,2,0,3,1,3,8,2005.0,678.0,1,0,119,0,0,0,0,0,2,2010,259000,0,1,0,1,0,0,0,1,2,1,1,3.25,1,1,2.0,1.25
2223,909428120,20,,21000,2,6,5,1953,1953,184.0,35.0,869.0,905.0,1809.0,2259,0,0,2259,1.0,0.0,2,0,3,1,2,7,1953.0,450.0,1,166,120,192,0,0,0,0,10,2007,217000,0,1,0,0,0,0,0,1,0,1,0,3.0,0,1,1.0,1.5
2009,903206170,50,70.0,8737,1,6,7,1923,1950,0.0,300.0,0.0,765.0,1065.0,915,720,0,1635,0.0,0.0,1,1,3,1,1,6,1950.0,440.0,1,0,38,0,144,0,0,0,5,2007,210000,0,1,0,1,0,0,0,0,1,0,0,2.25,1,1,1.0,1.25
394,527402220,20,,8750,1,5,6,1970,1970,76.0,828.0,0.0,174.0,1002.0,1002,0,0,1002,1.0,0.0,1,0,3,1,1,5,1973.0,902.0,1,0,0,0,0,0,0,0,8,2009,148500,0,1,0,1,0,0,0,0,0,1,0,2.25,0,1,1.0,0.0
1738,528222050,60,73.0,8499,2,6,5,2006,2007,0.0,0.0,0.0,616.0,616.0,616,796,0,1412,0.0,0.0,2,1,3,1,2,6,2007.0,432.0,1,0,36,0,0,0,0,0,3,2007,156932,0,1,0,1,0,0,1,0,2,0,1,2.0,1,1,2.0,1.25
1196,534225110,90,72.0,11072,1,5,5,1965,1965,0.0,0.0,0.0,1728.0,1728.0,1728,0,0,1728,0.0,0.0,2,0,6,2,1,10,1987.0,576.0,1,0,0,0,0,0,0,0,11,2008,145000,0,1,0,1,0,1,0,0,0,0,0,1.75,0,1,1.0,0.0
828,906380210,20,64.0,6762,1,7,5,2007,2007,0.0,902.0,0.0,380.0,1282.0,1290,0,0,1290,1.0,0.0,2,0,2,1,2,6,2007.0,662.0,1,168,0,0,0,0,0,0,5,2009,200000,0,1,0,0,0,0,0,0,2,0,1,3.75,1,1,1.67,1.25
1694,528106110,20,105.0,15431,3,10,5,2005,2006,400.0,1430.0,0.0,564.0,1994.0,2046,0,0,2046,1.0,0.0,2,1,2,1,3,7,2005.0,878.0,1,188,65,0,0,175,0,0,8,2007,450000,0,1,0,0,0,0,0,1,2,1,1,4.5,1,1,2.0,1.5
571,533213040,160,34.0,3230,3,6,5,1999,1999,894.0,381.0,0.0,348.0,729.0,742,729,0,1471,0.0,0.0,2,1,3,1,1,6,1999.0,440.0,1,0,24,0,0,0,0,0,3,2009,172500,1,0,0,0,0,0,1,0,0,1,1,3.0,0,1,1.0,0.0
1192,534177180,60,90.0,10800,2,6,7,1974,1997,0.0,956.0,182.0,384.0,1522.0,1548,1066,0,2614,0.0,0.0,2,1,4,1,1,9,1974.0,624.0,1,38,243,0,0,0,0,0,6,2008,240000,0,1,0,0,0,0,1,0,0,0,0,2.5,0,1,1.67,1.0
1806,528482090,60,102.0,11143,3,8,5,2004,2005,0.0,0.0,0.0,1580.0,1580.0,1580,886,0,2466,0.0,0.0,3,0,4,1,2,8,2004.0,610.0,1,159,214,0,0,0,0,0,12,2007,340000,1,0,0,1,0,0,1,0,2,0,1,2.0,1,1,1.67,1.25
962,916386140,20,73.0,8925,3,8,5,2007,2007,0.0,16.0,0.0,1450.0,1466.0,1466,0,0,1466,0.0,0.0,2,0,3,1,2,7,2007.0,610.0,1,100,18,0,0,0,0,0,7,2009,201000,0,1,0,1,0,0,0,0,2,0,1,3.75,1,1,2.0,0.0
2142,907203110,20,120.0,10356,1,5,6,1975,1975,0.0,716.0,0.0,253.0,969.0,969,0,0,969,0.0,0.0,1,1,3,1,1,5,1975.0,440.0,1,0,0,0,0,0,0,0,1,2007,122000,0,1,0,0,0,0,0,0,0,0,0,3.0,0,1,1.33,0.0
1648,527302090,20,93.0,12299,2,7,6,1978,1985,67.0,1328.0,0.0,201.0,1529.0,1664,0,0,1664,1.0,0.0,2,0,3,1,2,7,1978.0,663.0,1,0,0,0,0,0,0,0,9,2007,213000,0,1,0,0,0,0,0,0,0,1,0,3.0,0,1,1.67,1.0
618,534475250,20,90.0,9900,1,6,5,1967,1967,0.0,1173.0,0.0,507.0,1680.0,1691,0,0,1691,1.0,0.0,1,0,2,1,1,5,1967.0,550.0,1,0,67,260,0,0,0,0,4,2009,175000,0,1,0,0,1,0,0,0,1,0,0,2.0,0,1,1.33,0.0
2108,906380200,20,64.0,6762,1,7,5,2007,2007,108.0,664.0,0.0,544.0,1208.0,1208,0,0,1208,1.0,0.0,2,0,2,1,2,6,2007.0,628.0,1,105,54,0,0,0,0,0,9,2007,195400,0,1,0,0,0,0,0,0,2,1,1,3.0,1,1,1.67,0.0
772,905103070,20,75.0,11625,1,5,6,1967,1967,172.0,527.0,0.0,525.0,1052.0,1052,0,0,1052,0.0,0.0,1,1,3,1,1,6,1984.0,668.0,1,0,215,0,0,0,0,0,4,2009,113500,0,1,0,0,0,0,0,1,0,1,0,2.25,0,1,1.33,0.5
2672,903202120,50,65.0,6435,1,6,5,1939,1950,0.0,0.0,0.0,972.0,972.0,972,605,0,1577,0.0,0.0,1,0,3,1,0,6,1939.0,312.0,1,0,0,0,0,0,0,0,10,2006,140200,0,1,0,0,0,0,0,0,0,0,0,1.75,0,1,0.67,1.25
2492,532376180,20,65.0,8450,1,5,6,1968,1968,90.0,162.0,270.0,450.0,882.0,909,0,0,909,0.0,0.0,1,0,3,1,1,5,1968.0,294.0,1,0,155,0,0,0,0,0,11,2006,116000,0,1,0,0,0,0,0,0,0,1,0,2.25,0,1,1.0,0.0
2903,921205050,20,88.0,11577,3,9,5,2005,2006,382.0,1455.0,0.0,383.0,1838.0,1838,0,0,1838,1.0,0.0,2,0,3,1,3,9,2005.0,682.0,1,161,225,0,0,0,0,0,9,2006,359900,0,1,0,0,0,0,0,1,2,1,1,4.25,1,1,2.0,1.25
2783,907201160,60,50.0,8340,1,6,6,1977,1977,62.0,509.0,0.0,166.0,675.0,686,702,0,1388,0.0,0.0,1,1,3,1,1,6,1977.0,317.0,1,406,36,0,0,0,0,0,12,2006,157500,0,1,0,1,0,0,1,0,0,1,0,3.75,0,1,1.0,0.0
786,905401100,20,,10708,3,5,5,1955,1993,0.0,379.0,768.0,470.0,1617.0,1867,0,0,1867,1.0,0.0,1,0,2,1,1,7,1955.0,303.0,1,476,0,0,0,142,0,0,11,2009,190000,0,1,0,1,0,0,0,1,0,0,0,1.75,1,1,1.33,1.5
740,903230100,30,60.0,6911,1,5,5,1924,1950,0.0,405.0,0.0,740.0,1145.0,1301,0,0,1301,0.0,0.0,1,0,2,1,0,5,1965.0,440.0,1,0,0,0,0,0,0,0,10,2009,100000,0,0,1,0,1,0,0,0,0,0,1,2.0,0,1,1.0,0.0
2546,534403280,20,80.0,8800,1,6,6,1964,1964,425.0,553.0,0.0,698.0,1251.0,1251,0,0,1251,1.0,0.0,1,0,3,1,1,6,1964.0,461.0,1,0,116,0,0,0,0,700,3,2006,160000,0,1,0,0,0,0,0,1,0,1,0,2.25,0,1,1.33,1.5
851,907194160,20,65.0,10739,1,7,5,2002,2001,68.0,1259.0,0.0,172.0,1431.0,1444,0,0,1444,1.0,0.0,2,0,3,1,2,6,2002.0,577.0,1,144,40,0,0,0,0,0,4,2009,203000,0,1,0,1,0,0,0,0,2,1,1,3.0,1,1,1.67,0.0
1833,533120030,60,,9572,3,8,5,1990,1990,336.0,482.0,0.0,971.0,1453.0,1453,1357,0,2810,0.0,0.0,2,1,4,1,2,9,1990.0,750.0,1,500,0,0,0,0,0,0,6,2007,302000,0,1,0,1,0,0,1,0,0,1,1,3.25,1,1,1.67,1.75
76,531451110,120,50.0,8012,3,6,5,1980,1980,0.0,543.0,119.0,261.0,923.0,923,0,0,923,0.0,0.0,2,0,2,1,1,5,1980.0,264.0,1,80,0,0,0,0,0,0,5,2010,143000,0,1,0,0,0,0,0,0,0,0,0,2.5,0,1,1.33,1.0
2151,907270040,60,66.0,16226,1,8,5,1998,1999,0.0,281.0,0.0,747.0,1028.0,1210,1242,0,2452,0.0,0.0,2,1,4,1,2,9,1998.0,683.0,1,208,50,0,0,0,0,0,5,2007,267000,0,1,0,1,0,0,1,0,2,0,1,3.0,1,1,2.0,1.0
1880,534252070,90,,10899,1,4,5,1964,1964,0.0,0.0,0.0,0.0,0.0,1224,0,0,1224,0.0,0.0,2,0,2,2,1,8,1964.0,530.0,1,0,0,0,0,0,0,0,4,2007,103000,0,1,0,1,0,1,0,0,0,0,0,0.0,0,0,1.33,0.0
2907,923203100,120,32.0,4500,1,6,5,1998,1998,443.0,1201.0,0.0,36.0,1237.0,1337,0,0,1337,1.0,0.0,2,0,2,1,1,5,1998.0,405.0,1,0,199,0,0,0,0,0,3,2006,153500,0,0,1,0,0,0,0,1,2,1,1,3.5,1,1,1.67,0.0
1831,532479120,85,,16647,1,5,5,1975,1981,0.0,1390.0,0.0,0.0,1390.0,1701,0,0,1701,1.0,0.0,2,0,3,1,1,6,1975.0,611.0,1,0,0,0,0,0,0,0,1,2007,171000,0,1,0,1,0,0,0,0,0,0,0,4.0,0,1,1.33,1.25
2836,908227030,50,62.0,8707,3,4,5,1924,1950,0.0,0.0,0.0,1093.0,1093.0,1093,576,0,1669,0.0,0.0,1,1,4,1,1,9,1924.0,288.0,1,0,0,56,0,0,0,0,5,2006,107000,0,1,0,0,1,0,0,0,0,0,0,1.75,0,0,1.0,0.0
1955,535403030,20,66.0,8300,1,6,6,1968,1968,86.0,952.0,0.0,0.0,952.0,952,0,0,952,1.0,0.0,1,0,3,1,1,5,1968.0,288.0,1,0,0,0,0,0,0,0,8,2007,128500,0,1,0,1,0,0,0,0,0,1,0,2.25,0,1,1.0,0.0
1926,535179120,20,72.0,9770,1,5,5,1957,1957,0.0,512.0,0.0,410.0,922.0,922,0,0,922,1.0,0.0,1,0,2,1,1,5,1957.0,308.0,1,0,34,0,0,0,0,0,4,2007,116000,0,1,0,0,0,0,0,0,0,0,0,2.0,0,1,1.0,0.0
2924,923250060,20,80.0,17400,1,5,5,1977,1977,0.0,936.0,0.0,190.0,1126.0,1126,0,0,1126,1.0,0.0,2,0,3,1,1,5,1977.0,484.0,0,295,41,0,0,0,0,0,5,2006,160000,0,1,0,0,0,0,0,0,1,0,0,2.5,0,1,1.67,1.25
1003,527145090,120,39.0,5070,3,8,5,1992,1992,0.0,0.0,0.0,1280.0,1280.0,1280,0,0,1280,0.0,0.0,2,0,2,1,2,5,1992.0,506.0,1,0,82,0,0,144,0,0,8,2008,180000,0,1,0,1,0,0,0,0,0,0,1,2.25,1,1,1.67,0.0
1667,527404050,20,66.0,7920,1,5,5,1970,2002,32.0,81.0,619.0,214.0,914.0,914,0,0,914,0.0,0.0,1,0,3,1,3,5,1970.0,368.0,1,120,0,0,0,0,0,0,10,2007,133000,0,1,0,0,0,0,0,0,0,1,0,2.5,1,1,1.33,0.0
2905,923202025,90,78.0,7020,1,7,5,1997,1997,200.0,1243.0,0.0,45.0,1288.0,1368,0,0,1368,2.0,0.0,2,0,2,2,1,8,1997.0,784.0,1,0,48,0,0,0,0,0,11,2006,215000,0,0,1,0,0,1,0,0,0,1,1,4.25,0,1,2.0,0.0
921,909276110,70,,7500,2,6,7,1942,1950,0.0,547.0,0.0,224.0,771.0,753,741,0,1494,0.0,0.0,1,0,3,1,2,7,1942.0,213.0,0,0,0,0,0,224,0,0,11,2009,177500,0,1,0,1,0,0,1,0,0,0,0,2.25,0,1,1.0,1.5
1780,528431030,20,76.0,10612,3,8,5,2006,2006,248.0,28.0,0.0,1496.0,1524.0,1534,0,0,1534,0.0,0.0,2,0,3,1,2,7,2006.0,484.0,1,168,46,0,0,0,0,0,1,2007,215000,0,1,0,0,0,0,0,0,2,1,1,3.25,0,1,1.67,1.25
746,903234220,50,51.0,6120,1,5,6,1938,1950,0.0,273.0,0.0,679.0,952.0,994,588,0,1582,0.0,0.0,2,0,3,1,1,6,1938.0,250.0,1,189,0,34,150,0,0,0,2,2009,150000,0,0,1,0,0,0,0,0,0,0,0,1.5,0,1,0.67,1.25
254,906402200,60,90.0,12376,3,7,5,1990,1990,0.0,1470.0,0.0,203.0,1673.0,1699,1523,0,3222,1.0,0.0,3,0,5,1,2,11,1990.0,594.0,1,367,0,0,0,0,0,0,5,2010,320000,0,1,0,0,0,0,1,1,0,0,1,3.25,0,1,1.67,1.25
606,534400050,20,100.0,10004,1,6,6,1964,1964,180.0,196.0,345.0,975.0,1516.0,1516,0,0,1516,0.0,0.0,1,1,3,1,1,6,1964.0,472.0,1,0,0,0,0,152,0,0,2,2009,167000,0,1,0,0,0,0,0,0,0,1,0,2.0,0,1,1.67,0.0
